Date,Opening,Highest,Lowest,Closing
06/09/2015,1132.61,1147.98,1117.57,1122.28
13/09/2015,1123.11,1126.81,1099.05,1107.98
20/09/2015,1106.36,1141.9,1102.81,1139.55
27/09/2015,1137.81,1156.9,1121.64,1146.81
04/10/2015,1147.09,1148.49,1104.97,1137.99
11/10/2015,1138.27,1159.9,1130.42,1157.58
18/10/2015,1156.11,1191.63,1152.16,1176.38
25/10/2015,1176.9,1180.88,1159.26,1165.02
01/11/2015,1163.54,1183.03,1139.59,1142.22
08/11/2015,1140.95,1143.2,1085.78,1088.36
15/11/2015,1089.94,1095.83,1074.51,1082.07
22/11/2015,1090.33,1098.24,1065,1077.73
29/11/2015,1075.84,1081.27,1052.87,1058.63
06/12/2015,1057.57,1089.09,1046.64,1087.07
13/12/2015,1084.64,1086.88,1062.79,1077.26
20/12/2015,1072.81,1078.58,1048.03,1066.65
27/12/2015,1064.42,1081.86,1064.19,1076.88
03/01/2016,1076.6,1076.64,1058.81,1061.46
10/01/2016,1064.65,1110.16,1062.61,1103.96
17/01/2016,1106.95,1108.49,1071.68,1088.11
24/01/2016,1091,1109.22,1083.21,1097.66
31/01/2016,1098.47,1128.11,1098.14,1117.69
07/02/2016,1117.94,1174.79,1117.23,1173.45
14/02/2016,1167.24,1263.13,1164.57,1238.61
21/02/2016,1232.78,1240.02,1191.19,1229.46
28/02/2016,1224.08,1253.41,1202.27,1224.01
06/03/2016,1222.41,1279.97,1220.46,1261.55
13/03/2016,1264.23,1283.04,1237.15,1250.22
20/03/2016,1251.21,1271.2,1226.27,1255.67
27/03/2016,1255.64,1260.18,1212.96,1217.18
03/04/2016,1216.39,1244.24,1208.64,1223.75
10/04/2016,1220.54,1243.49,1214.76,1239.8
17/04/2016,1240.25,1262.74,1223.99,1234.26
24/04/2016,1235.11,1270.35,1227.71,1233.84
01/05/2016,1233.28,1296.74,1230.39,1293.03
08/05/2016,1291.31,1303.89,1269.26,1288.89
15/05/2016,1285.16,1287.83,1257.42,1273.9
22/05/2016,1271.87,1288.87,1244.42,1252.7
29/05/2016,1251.07,1256.24,1207.19,1210.39
05/06/2016,1213.08,1244.62,1200.21,1244.37
12/06/2016,1243.15,1278.2,1234.92,1274.55
19/06/2016,1275.98,1315.67,1272.83,1298.62
26/06/2016,1289.06,1358.61,1245.58,1318.56
03/07/2016,1320.17,1344.81,1305.81,1343.61
10/07/2016,1342.73,1375.42,1335.6,1366.65
17/07/2016,1367.9,1375.26,1320.29,1329.15
24/07/2016,1332,1337.75,1311.12,1323.44
31/07/2016,1322.76,1355.23,1312.58,1352.15
07/08/2016,1348.65,1367.57,1335.09,1336.76
14/08/2016,1335.53,1357.48,1330.18,1335.05
21/08/2016,1338.44,1358.39,1335.81,1340.55
28/08/2016,1340.48,1344.52,1317.95,1320.89
04/09/2016,1320.65,1329.8,1302.46,1325.34
11/09/2016,1324.3,1352.4,1321.74,1329.23
18/09/2016,1327.78,1331.83,1306.39,1311.2
25/09/2016,1309.76,1343.46,1308.05,1337.64
02/10/2016,1336.83,1341.9,1313.38,1317.57
09/10/2016,1318.24,1319.45,1241.28,1254.97
16/10/2016,1256.61,1264.74,1246.54,1251.72
23/10/2016,1251.46,1274.06,1250.18,1266.81
30/10/2016,1265.64,1284.02,1260.27,1274.68
06/11/2016,1277.51,1307.6,1271.15,1304.29
13/11/2016,1292.61,1335.39,1219.1,1227.54
20/11/2016,1227.78,1232.86,1203.01,1207.87
27/11/2016,1207.7,1220.83,1171.3,1184.27
04/12/2016,1185.14,1197.69,1160.92,1175.78
11/12/2016,1180.61,1188.11,1156.55,1158.9
18/12/2016,1159.69,1165.77,1123.04,1133.6
25/12/2016,1134.26,1142.44,1125.92,1131.77
01/01/2017,1133.96,1163.25,1131.82,1150.91
08/01/2017,1150.53,1184.97,1146.18,1172.3
15/01/2017,1172.76,1207.07,1172.1,1198.39
22/01/2017,1197.51,1218.86,1195.95,1207.68
29/01/2017,1209.47,1220.04,1181.15,1190.91
05/02/2017,1192.46,1225.33,1188.36,1219.27
12/02/2017,1219.9,1244.74,1219.4,1233.81
19/02/2017,1232.91,1243.86,1216.82,1236.12
26/02/2017,1235.3,1260.19,1226.21,1256.68
05/03/2017,1258.45,1263.94,1223.23,1234.3
12/03/2017,1234.3,1236.9,1195.26,1204.45
19/03/2017,1206,1233.46,1197.48,1229.42
26/03/2017,1230.59,1253.31,1227,1243.73
02/04/2017,1246.29,1261.1,1240.04,1247.31
09/04/2017,1250.51,1270.87,1243.94,1254.75
16/04/2017,1254.06,1288.62,1247.28,1286.99
23/04/2017,1290.47,1295.54,1274.41,1284.94
30/04/2017,1275.39,1278.24,1260.16,1268.16
07/05/2017,1268.39,1271.2,1225.82,1229.41
14/05/2017,1221.59,1236.61,1214.33,1228.01
21/05/2017,1228.37,1265.06,1227.13,1255.14
28/05/2017,1257.53,1269.55,1248.02,1267.36
04/06/2017,1267.63,1279.15,1259.6,1278.29
11/06/2017,1280.4,1296,1264.74,1267.65
18/06/2017,1267.48,1280.41,1251.52,1254.55
25/06/2017,1254.09,1258.86,1241.43,1255.86
02/07/2017,1257.36,1258.21,1236.7,1241.38
09/07/2017,1241.81,1242.8,1207.42,1211.97
16/07/2017,1213.2,1232.85,1204.97,1228.47
23/07/2017,1229.4,1255.83,1228.41,1254.29
30/07/2017,1255.69,1270.91,1243.9,1269.18
06/08/2017,1270.35,1274,1254.4,1258.82
13/08/2017,1259.1,1291.74,1251.67,1290.96
20/08/2017,1290.26,1300.77,1267.4,1286.6
27/08/2017,1282.96,1294.02,1276.56,1291.08
03/09/2017,1292.29,1328.9,1292,1325.67
10/09/2017,1335.99,1357.56,1326.53,1346.54
17/09/2017,1334.21,1340.15,1316.12,1320.91
24/09/2017,1320.11,1320.11,1288.3,1297.19
01/10/2017,1297.97,1313.64,1277.91,1280.59
08/10/2017,1280.04,1282.17,1260.69,1274.88
15/10/2017,1276.41,1303.88,1275.4,1303.5
22/10/2017,1303.39,1306.09,1276.84,1280.68
29/10/2017,1278.49,1283.73,1263.89,1273.25
05/11/2017,1272.74,1284.2,1265.71,1269.96
12/11/2017,1270.24,1288.33,1266.27,1275.9
19/11/2017,1275.07,1296.95,1270.1,1293.76
26/11/2017,1293.16,1294.89,1274.69,1288.59
03/12/2017,1289.24,1299.25,1270.41,1280.78
10/12/2017,1274.8,1277.21,1244.03,1248.02
17/12/2017,1248.52,1261.9,1236.57,1255.77
24/12/2017,1254.99,1276.18,1252.84,1274.12
31/12/2017,1275.07,1307.63,1273.51,1303.33
07/01/2018,1303.38,1326.03,1302.48,1320.5
14/01/2018,1320.97,1339.4,1308.33,1338.15
21/01/2018,1336.55,1344.7,1324.36,1332.28
28/01/2018,1334.87,1366.12,1328.53,1349.64
04/02/2018,1350.05,1352.47,1327.51,1331.97
11/02/2018,1332.12,1346.14,1307.15,1314.84
18/02/2018,1315.15,1361.8,1314.29,1348.76
25/02/2018,1347.61,1351.32,1321.05,1329.32
04/03/2018,1327.95,1340.96,1302.87,1321.95
11/03/2018,1323.71,1340.55,1313.13,1323.45
18/03/2018,1323.03,1330.1,1309.79,1313.77
25/03/2018,1313.48,1350.24,1307.31,1347.4
01/04/2018,1347.18,1356.86,1321.35,1325.43
08/04/2018,1326.02,1348.08,1319.97,1333.45
15/04/2018,1334.32,1365.12,1326.97,1344.4
22/04/2018,1343.2,1355.7,1335.04,1335.66
29/04/2018,1334.68,1335.52,1315.43,1323.61
06/05/2018,1323.9,1326.45,1301.91,1314.34
13/05/2018,1317.54,1326,1304.52,1319.28
20/05/2018,1318.36,1322.39,1285.69,1291.89
27/05/2018,1290.78,1307.79,1282.19,1300.11
03/06/2018,1300.34,1306.53,1289.51,1293.65
10/06/2018,1292.62,1303.08,1290.16,1298.53
17/06/2018,1300.01,1309.34,1275.6,1279.97
24/06/2018,1277.73,1284.14,1261.49,1270.23
01/07/2018,1270.2,1272.65,1246.02,1252.55
08/07/2018,1251.96,1261.14,1238.03,1254.99
15/07/2018,1255.15,1265.92,1236.82,1241.67
22/07/2018,1240.93,1245.63,1211.72,1230.99
29/07/2018,1231.77,1235.24,1217.65,1223.56
05/08/2018,1222.69,1228.58,1204.74,1213.69
12/08/2018,1213.91,1217.9,1205.84,1211.51
19/08/2018,1211.18,1213.94,1160.31,1184.35
26/08/2018,1183.59,1208.45,1182.87,1205.76
02/09/2018,1207.64,1214.35,1196.51,1199.52
09/09/2018,1201.09,1207.01,1189.7,1196.45
16/09/2018,1195.23,1212.72,1187.9,1194.11
23/09/2018,1194.34,1211.1,1191.96,1199.01
30/09/2018,1199.69,1204.16,1181.01,1191.96
07/10/2018,1192.48,1208.32,1184.68,1202.97
14/10/2018,1203.31,1226.31,1183.41,1218.06
21/10/2018,1217.7,1233.31,1217.02,1226.44
28/10/2018,1227.44,1243.49,1220.19,1233.94
04/11/2018,1233.31,1237.39,1212.07,1233.04
11/11/2018,1233.19,1235.98,1206.79,1209.95
18/11/2018,1208.41,1225.35,1196.4,1222.05
25/11/2018,1222.51,1230.08,1218.06,1223.11
02/12/2018,1223.49,1229.01,1211.29,1222.13
09/12/2018,1222.34,1250.09,1221.38,1248.53
16/12/2018,1249.96,1250.91,1233.01,1238.43
23/12/2018,1239.22,1266.5,1235.9,1255.46
30/12/2018,1257.54,1282.19,1257.54,1280.04
06/01/2019,1280.85,1298.58,1276.8,1285.03
13/01/2019,1286.01,1297.13,1279.46,1288.25
20/01/2019,1287.68,1295.93,1280.73,1280.96
27/01/2019,1280.81,1300.33,1276.79,1300.23
03/02/2019,1302.32,1326.32,1297.8,1317.93
10/02/2019,1318.18,1319.14,1302.9,1314.45
17/02/2019,1314.43,1322.66,1302.61,1321.04
24/02/2019,1321.64,1346.8,1320.45,1328.46
03/03/2019,1329.06,1332.59,1290.25,1291.39
10/03/2019,1290.36,1300.81,1281.02,1300.17
17/03/2019,1296.67,1311.31,1290.58,1302.25
24/03/2019,1302.31,1320.26,1298.3,1313.31
31/03/2019,1312.6,1324.58,1286.91,1292.3
07/04/2019,1292.46,1297.1,1281.05,1291.91
14/04/2019,1291.95,1310.63,1289.74,1290.34
21/04/2019,1291.42,1292.02,1271.33,1275.77
28/04/2019,1275.64,1288.76,1266.55,1285.53
05/05/2019,1287.44,1287.44,1266.48,1278.29
12/05/2019,1278.94,1291.51,1276.88,1286.07
19/05/2019,1287.92,1303.37,1275.12,1278.08
26/05/2019,1277.62,1287.3,1269.61,1284.79
02/06/2019,1284.64,1306.98,1275.11,1305.87
09/06/2019,1307.21,1348.29,1306.16,1341.35
16/06/2019,1336.47,1358.14,1319.96,1341.08
23/06/2019,1342.07,1410.88,1333.11,1399.03
30/06/2019,1400.48,1438.8,1399.03,1411.07
07/07/2019,1398.55,1437.74,1381.89,1400.78
14/07/2019,1398.73,1427.06,1386.31,1414.63
21/07/2019,1415.76,1452.81,1400.31,1425.7
28/07/2019,1427.78,1433.78,1411.2,1416.66
04/08/2019,1419.32,1448.83,1400.6,1440.97
11/08/2019,1440,1510.1,1436.98,1498.48
18/08/2019,1498,1534.95,1480.29,1514.49
25/08/2019,1512.6,1530.11,1492.57,1528.7
01/09/2019,1539.19,1555.16,1517.12,1523.72
08/09/2019,1528.45,1557.1,1502.93,1505.78
15/09/2019,1508.1,1524.27,1484.7,1486.81
22/09/2019,1505.82,1517.1,1484.46,1516.36
29/09/2019,1514.48,1535.7,1487.1,1496.62
06/10/2019,1495.16,1519.44,1459.25,1505.16
13/10/2019,1512.54,1516.98,1474.1,1485.84
20/10/2019,1488.2,1498.28,1477.23,1490.63
27/10/2019,1491.58,1517.99,1481.02,1505.77
03/11/2019,1503.26,1515.88,1481.33,1514.34
10/11/2019,1513.33,1514.8,1456.34,1458.8
17/11/2019,1459.01,1474.65,1445.78,1466.91
24/11/2019,1467.83,1478.87,1456.49,1462.16
01/12/2019,1460.69,1466.61,1450.25,1464.02
08/12/2019,1464.07,1484.07,1454.05,1460.61
15/12/2019,1459.65,1486.78,1458.8,1476.61
22/12/2019,1475.65,1481.73,1470.61,1477.58
29/12/2019,1478.5,1515.35,1477.58,1510.86
05/01/2020,1511.63,1553.4,1510.88,1549.02
12/01/2020,1560.58,1611.45,1540.4,1560.3
19/01/2020,1560.71,1561.3,1536.12,1557.07
26/01/2020,1557.52,1575.86,1546.52,1571.66
02/02/2020,1581.29,1589.4,1563.47,1586.88
09/02/2020,1593.43,1593.57,1547.58,1570.19
16/02/2020,1572.05,1584.44,1562.11,1582.65
23/02/2020,1582.4,1649.16,1578.93,1643.37
01/03/2020,1654.84,1689.04,1563.49,1577.4
08/03/2020,1592.13,1692.07,1575.87,1673.21
15/03/2020,1698.35,1703.16,1505.045,1529.75
22/03/2020,1546.77,1562.85,1451.28,1497.36
29/03/2020,1489.05,1644.18,1485.19,1620.75
05/04/2020,1620.75,1637.3,1569.8,1622.39
12/04/2020,1617.65,1690.44,1609.13,1683.25
19/04/2020,1685.3,1747.4,1675.55,1684.1
26/04/2020,1682.59,1738.74,1660.86,1728.03
03/05/2020,1728.52,1728.52,1670.59,1699.23
10/05/2020,1701.92,1723.33,1683.21,1707.15
17/05/2020,1702.03,1751.16,1692.45,1742.98
24/05/2020,1746.2,1765.12,1717.36,1735.38
31/05/2020,1733.7,1737.59,1693.82,1731.5
07/06/2020,1736.49,1745.09,1671.03,1681.82
14/06/2020,1684.24,1744.81,1677.74,1731.37
21/06/2020,1733.4,1745.2,1704.48,1742.52
28/06/2020,1750.03,1779.38,1743.29,1770.97
05/07/2020,1775.68,1789.24,1757.75,1775.725
12/07/2020,1776.455,1818,1770.35,1799.54
19/07/2020,1798.98,1814.69,1791.74,1810.12
26/07/2020,1809.11,1906.68,1805.93,1902.59
02/08/2020,1901.81,1982.77,1900.18,1974.2
09/08/2020,1979.6,2075.11,1960.77,2031.69
16/08/2020,2033.15,2049.77,1864.19,1943.52
23/08/2020,1947.1,2015.68,1911.92,1938.02
30/08/2020,1941.74,1976.15,1902.87,1963.49
06/09/2020,1965.48,1992.47,1916.51,1934.81
13/09/2020,1931.64,1966.54,1906.76,1942.445
20/09/2020,1940.06,1973.59,1933.21,1950.94
27/09/2020,1949.69,1955.66,1848.81,1862.66
04/10/2020,1859.49,1917.14,1849.67,1901.81
11/10/2020,1902.67,1929.66,1873.14,1928.47
18/10/2020,1928.66,1933.23,1882.56,1899.34
25/10/2020,1899.86,1931.47,1894.58,1903.55
01/11/2020,1893.52,1911.37,1860.1,1878.38
08/11/2020,1877.11,1960.42,1873.61,1951.76
15/11/2020,1954.4,1965.55,1850.69,1887.84
22/11/2020,1889.82,1899.06,1852.65,1873.16
29/11/2020,1870.13,1876.16,1774.5,1787.215
06/12/2020,1789.6,1848.17,1764.72,1836.52
13/12/2020,1838.86,1875.27,1823.39,1839.5
20/12/2020,1841.46,1896.4,1820.17,1881.27
27/12/2020,1884.24,1906.73,1855.42,1879.82
03/01/2021,1883.2,1901.09,1870.31,1898.705
10/01/2021,1903.49,1959.11,1829.04,1848.61
17/01/2021,1849.22,1863.66,1817.6,1825.57
24/01/2021,1828.23,1875.07,1804.01,1853.87
31/01/2021,1855.1,1875.66,1831.58,1842.81
07/02/2021,1862.7,1871.76,1785.15,1810.95
14/02/2021,1815.29,1855.52,1807.94,1821.29
21/02/2021,1825.55,1827.1,1760.74,1781.43
28/02/2021,1782.17,1815.95,1717.15,1727.48
07/03/2021,1733.82,1759.54,1687.56,1698.33
14/03/2021,1703.55,1739.91,1676.95,1724.54
21/03/2021,1727.89,1755.55,1719.31,1745
28/03/2021,1738.18,1745.52,1721.7,1732.57
04/04/2021,1731.7,1733.2,1677.75,1729.7
11/04/2021,1728.6,1758.71,1721.36,1742.98
18/04/2021,1743,1783.79,1723.8,1775.98
25/04/2021,1777.5,1797.87,1763.77,1776.3
02/05/2021,1776.05,1790,1756.29,1767.94
09/05/2021,1770.46,1843.26,1766.21,1832.13
16/05/2021,1832.78,1845.41,1809.02,1842.74
23/05/2021,1842.4,1890.07,1842.24,1879.9
30/05/2021,1881.99,1912.81,1872.85,1904.85
06/06/2021,1903.54,1916.59,1855.96,1891.53
13/06/2021,1891.66,1903.35,1870.56,1876.63
20/06/2021,1877.82,1877.9,1761.31,1762.06
27/06/2021,1764.69,1794.79,1764.69,1779.39
04/07/2021,1781.11,1795.07,1751.16,1787.97
11/07/2021,1787.48,1818.34,1784.55,1808.33
18/07/2021,1808.02,1833.93,1791.78,1811.01
25/07/2021,1811.35,1824.9,1790.8,1801.45
01/08/2021,1802.36,1832.68,1792.91,1813.91
08/08/2021,1814.2,1831.63,1758.3,1760.33
15/08/2021,1763.53,1779.27,1671.9,1778.57
22/08/2021,1789,1795.36,1770.6,1782.18
29/08/2021,1786.95,1819.16,1776.6,1818.45
05/09/2021,1818.41,1834.1,1801.94,1828.65
12/09/2021,1830.355,1830.355,1782.6,1787.9
19/09/2021,1787.9,1808.77,1745.22,1751.65
26/09/2021,1754.5,1787.3,1738.095,1746.72
03/10/2021,1751.735,1764.29,1721.53,1760.07
10/10/2021,1760.08,1781.37,1746.01,1756.88
17/10/2021,1757.565,1800.47,1750.38,1768.33
24/10/2021,1767.875,1813.74,1760.42,1794.13
31/10/2021,1794.33,1810.36,1772.11,1782.82
07/11/2021,1780.88,1818.34,1758.99,1818.215
14/11/2021,1818.165,1868.5,1812.2,1866.08
21/11/2021,1867.85,1877.09,1843.15,1846.97
28/11/2021,1847.07,1849.13,1778.83,1791.875
05/12/2021,1791.875,1808.71,1762.08,1782.96
12/12/2021,1785.3,1793.08,1770.2,1782.9
19/12/2021,1783.395,1814.27,1754.81,1796.14
26/12/2021,1800.04,1810.7,1784.95,1808.57
02/01/2022,1808.005,1830.35,1789.53,1829.5
09/01/2022,1830.05,1831.82,1782.98,1795.81
16/01/2022,1796,1829.17,1790.49,1816.6
23/01/2022,1817.73,1847.81,1805.88,1831.78
30/01/2022,1834.54,1853.88,1780.33,1788.87
06/02/2022,1790.41,1814.93,1785.62,1808.13
13/02/2022,1807.59,1865.44,1807.12,1861.27
20/02/2022,1861.01,1902.49,1844.935,1897.03
27/02/2022,1901.16,1974.04,1881.06,1890.79
06/03/2022,1889.24,1970.25,1889.24,1967.46
13/03/2022,1970.93,2069.94,1959.04,1982.68
20/03/2022,1980.54,1981.04,1895.48,1921.13
27/03/2022,1920.22,1965.74,1911.29,1958.16
03/04/2022,1959.24,1959.75,1890.42,1922.73
10/04/2022,1925.5,1948.115,1916.055,1944.185
17/04/2022,1947.06,1981.555,1940.115,1973.495
24/04/2022,1974.2,1998.325,1926.845,1932.645
01/05/2022,1932.05,1934.425,1872.355,1896.395
08/05/2022,1896.11,1909.845,1850.495,1880.915
15/05/2022,1882.28,1885.765,1799.215,1809.765
22/05/2022,1811.51,1849.445,1787.395,1844.705
29/05/2022,1846,1869.715,1841.785,1853.495
05/06/2022,1853.1,1873.955,1828.635,1850.775
12/06/2022,1850.81,1875.865,1825.615,1871.945
19/06/2022,1871.53,1878.985,1805.185,1837.115
26/06/2022,1838.33,1847.955,1817.015,1823.795
03/07/2022,1838,1840.985,1784.585,1806.055
10/07/2022,1808.81,1814.355,1732.505,1741.515
17/07/2022,1743.08,1745.425,1697.665,1705.795
24/07/2022,1708.1,1739.125,1681.205,1724.155
31/07/2022,1727.39,1768.005,1711.645,1761.035
07/08/2022,1765.7,1794.965,1754.395,1773.485
14/08/2022,1775.24,1807.785,1771.01,1801.435
21/08/2022,1801.9,1802.47,1745.655,1746.665
28/08/2022,1747.15,1765.525,1728.015,1736.895
04/09/2022,1736.35,1745.385,1688.925,1709.765
11/09/2022,1712.11,1729.435,1691.445,1715.935
18/09/2022,1717.49,1735.125,1654.245,1673.185
25/09/2022,1675.6,1687.935,1640.135,1643.155
02/10/2022,1644.55,1675.185,1614.905,1661.815
09/10/2022,1661.67,1729.345,1659.765,1695.525
16/10/2022,1696.6,1699.955,1640.385,1642.845
23/10/2022,1643.85,1668.395,1617.395,1655.175
30/10/2022,1658.68,1674.935,1638.325,1645.245
06/11/2022,1644.275,1681.695,1616.755,1681.4
13/11/2022,1674.93,1768.185,1664.785,1767.865
20/11/2022,1771.43,1786.395,1747.625,1748.775
27/11/2022,1750.5,1761.145,1728.93,1754.625
04/12/2022,1754.08,1804.515,1739.795,1797.56
11/12/2022,1797.73,1810.03,1765.92,1795.12
18/12/2022,1796.8,1824.48,1774.39,1792.2
25/12/2022,1792.75,1823.84,1783.95,1797.69
01/01/2023,1798.2,1833.31,1797.23,1823.48
08/01/2023,1823.65,1869.84,1823.48,1867.01
15/01/2023,1868.22,1921.96,1865.38,1920.74
22/01/2023,1920.2,1937.47,1896.72,1927.27
29/01/2023,1926.11,1949.16,1911.65,1926.56
05/02/2023,1928.24,1959.71,1861.62,1864.85
12/02/2023,1864.87,1890.16,1852.86,1864.2
19/02/2023,1864.7,1869.95,1818.98,1841.93
26/02/2023,1841.01,1847.58,1809,1810.98
05/03/2023,1811.13,1856.33,1805.1,1855.24
12/03/2023,1854.95,1870.01,1809.6,1869.9
19/03/2023,1884.295,1989.33,1871.6,1989.33
26/03/2023,1977.45,2009.6,1934.45,1977.78
02/04/2023,1977.78,1987.06,1944.35,1970.8
09/04/2023,1969.17,2032.02,1949.94,2007.82
16/04/2023,1994.47,2048.19,1981.8,2005.45
23/04/2023,2004.1,2015.04,1969.38,1982.78
30/04/2023,1983.01,2008.93,1974.26,1989.27
07/05/2023,1989.94,2078.925,1977.18,2018
14/05/2023,2016.72,2048.17,2001.2,2011.06
21/05/2023,2008.5,2022.16,1952.04,1976.33
28/05/2023,1977.89,1985.15,1937.12,1947.59
04/06/2023,1942.915,1983.49,1932.25,1948.75
11/06/2023,1947.05,1972.84,1938.22,1960.04
18/06/2023,1961.28,1970.11,1925.35,1955.66
25/06/2023,1957.56,1958.77,1910.3,1919.15
02/07/2023,1920.73,1933.365,1893.075,1920.185
09/07/2023,1919.93,1935.025,1902.835,1924.845
16/07/2023,1924.88,1963.805,1912.905,1954.535
23/07/2023,1955.325,1987.52,1945.855,1962.5
30/07/2023,1962.075,1982.16,1942.72,1959.135
06/08/2023,1959.055,1972.395,1928.105,1941.515
13/08/2023,1942.985,1946.755,1911.025,1913.705
20/08/2023,1912.965,1916.195,1885.18,1889.48
27/08/2023,1889.475,1923.375,1884.89,1914.355
03/09/2023,1915.74,1952.925,1912.965,1940.585
10/09/2023,1939.66,1946.355,1915.355,1919.255
17/09/2023,1918.885,1930.595,1901.115,1922.505
24/09/2023,1924.15,1947.465,1914.005,1925.415
01/10/2023,1925.025,1927.185,1846.39,1848.49
08/10/2023,1848.09,1848.99,1810.565,1829.385
15/10/2023,1846.34,1930.81,1844.255,1928.23
22/10/2023,1929.33,1997.13,1908.395,1979.84
29/10/2023,1973.72,2009.41,1953.72,2007.33
05/11/2023,2001.48,2007.82,1970.05,1992.57
12/11/2023,1992.57,1993.18,1933.365,1936.025
19/11/2023,1938.78,1993.37,1921.12,1980.79
26/11/2023,1978.57,2007.49,1965.61,2002.445
03/12/2023,2002,2075.325,2000.68,2070.895
10/12/2023,2074.01,2144.83,1994.85,2002.82
17/12/2023,2003.76,2047.97,1973.14,2018.145
24/12/2023,2019.95,2070.585,2016.06,2053.335
31/12/2023,2053.855,2088.505,2053.19,2063.235
07/01/2024,2063.76,2078.915,2024.875,2043.805
14/01/2024,2045.37,2062.09,2013.4,2047.59
21/01/2024,2048.62,2058.635,2001.95,2028.52
28/01/2024,2029.99,2037.81,2010.6,2018.66
04/02/2024,2023.9,2065.375,2019.45,2036.135
11/02/2024,2039.8,2044.575,2015.005,2025.175
